Gene_stable_ID	Gene name	Descriptions	GO_terms
AGAP000387		UDP-N-acetylglucosamine transporter	GO:0030173;GO:0000139;GO:0005794;GO:0005459;GO:0016021;GO:0015165;GO:0090481
AGAP000388	TRAF6	TOLL pathway signalling TNF Receptor-Associated Factor (TRAF).	GO:0005515
AGAP000389			GO:0016021;GO:0005509;GO:0016079
AGAP000390		phospholipid-transporting ATPase	GO:0000287;GO:0000166;GO:0016021;GO:0004012;GO:0015914;GO:0005524
AGAP000391		negative elongation factor C/D	GO:0045892;GO:0032021;GO:0034244;GO:0005634;GO:0003723
AGAP000392	Ykt6	synaptobrevin homolog YKT6	GO:0016021;GO:0016192
AGAP000393		Trimeric intracellular cation channel type B	GO:0005261;GO:0016020;GO:0016021;GO:0015672
AGAP000394		facilitated glucose transporter (solute carrier family 2)	GO:0005515
AGAP000395		endoplasmic reticulum protein	GO:0005788;GO:0005783;GO:0009306
AGAP000396	TPX1	thioredoxin peroxidase 1	GO:0055114;GO:0051920;GO:0045454;GO:0034599;GO:0005737;GO:0016491;GO:0016209;GO:0008379;GO:0005739
AGAP000397		nucleolar protein 14	GO:0032040;GO:0005730;GO:0030692
AGAP000398		methionyl-tRNA formyltransferase	GO:0071951;GO:0016742;GO:0003824;GO:0004479;GO:0005739;GO:0009058
AGAP000399		squid	GO:0043565;GO:0003680;GO:0003729;GO:0003676;GO:0005654;GO:1990837;GO:0003723;GO:1990904;GO:0007281;GO:0035925
AGAP000400			GO:0010793;GO:0005634;GO:0050684;GO:2001253
AGAP000401		carbonic anhydrase 2	GO:0008270;GO:0004089
AGAP000402		Nogo-B receptor precursor	GO:0019408;GO:0016765;GO:0016021;GO:1904423;GO:0001525
AGAP000403			GO:0003676;GO:0034063
AGAP000405		sphingomyelin phosphodiesterase 4	GO:0006685;GO:0046513;GO:0046475;GO:0016021;GO:0050290
AGAP000406		Rho-associated protein kinase	GO:0004672;GO:0006468;GO:0017048;GO:0035556;GO:0004674;GO:0005524
AGAP000407			GO:0006897;GO:0005096;GO:0046872;GO:0008083
AGAP000408			
AGAP000410		histone deacetylase 4/5	GO:0006325;GO:0004407;GO:0000118;GO:0016575
AGAP000411			GO:0004252;GO:0006508
AGAP000412			GO:1990380;GO:0016807
AGAP000413			GO:0005887;GO:0006811;GO:0016021;GO:0005262;GO:0055085;GO:0016020;GO:0005216;GO:0005515
AGAP000414		prostaglandin reductase 1	GO:0055114;GO:0032440;GO:0047522;GO:0005737;GO:0016491
AGAP000415		5-hydroxyisourate hydrolase	GO:0033971;GO:0006144
AGAP000416		hydroxyacylglutathione hydrolase	GO:0019243;GO:0004416
AGAP000417			
AGAP000420			GO:0016021
AGAP000421			GO:0035307;GO:0042326;GO:0051721;GO:0005783;GO:0007084
AGAP000422		(heparan sulfate)-glucosamine 3-sulfotransferase 3	GO:0008146;GO:0034483;GO:0015012;GO:0016021;GO:0008467
AGAP000423			
AGAP000424			
AGAP000425			GO:0005730
AGAP000426		benzodiazapine receptor	GO:0005741;GO:0016021
AGAP000427		vitellogenin receptor	GO:0016021;GO:0005509;GO:0005515
AGAP000428			GO:0005515
AGAP000429		Protein FAN	GO:0005515
AGAP000430			
AGAP000431			GO:0043565;GO:0005634;GO:0006355;GO:0003700;GO:0046872;GO:0005515
AGAP000432			GO:0016021
AGAP000433		Ras-related protein Rab-39B	GO:0005623;GO:0005525;GO:0003924;GO:0006886;GO:0032482
AGAP000434		dolichyl-diphosphooligosaccharide--protein glycosyltransferase	GO:0004576;GO:0006486;GO:0016021;GO:0016020
AGAP000436	Cht11	chitinase	GO:0005975;GO:0004568;GO:0004553;GO:0005737;GO:0005576;GO:0008061;GO:0016021;GO:0006032
AGAP000437			
AGAP000438			GO:2000785;GO:0010508;GO:0032007;GO:1990130;GO:0034198;GO:0006995
AGAP000439		4a-hydroxytetrahydrobiopterin dehydratase	GO:0008124;GO:0006729
AGAP000440	ABCD2	ATP-binding cassette transporter (ABC transporter) family D member 2	GO:0005777;GO:0015910;GO:0042803;GO:0016021;GO:0042626;GO:0055085;GO:0016887;GO:0005524
AGAP000441		nuclear transcription factor Y, gamma	GO:0006355;GO:0003700;GO:0046982;GO:0016602
AGAP000444	Ciao1	cytosolic iron-sulfur protein assembly protein	GO:0016226;GO:0097361;GO:0005515
AGAP000445	GPRADS	putative adenosine receptor	GO:0004930;GO:0016021;GO:0007186
AGAP000446			GO:0016021;GO:0005515
AGAP000447			
AGAP000448		solute carrier family 25 (mitochondrial ornithine transporter) member 2/15	GO:0022857;GO:0016021
AGAP000449			GO:0045202;GO:0007268;GO:0005737;GO:0043197;GO:0005886;GO:0005515
AGAP000452			GO:0005515
AGAP000453			GO:0005634;GO:0003729;GO:0005737;GO:0017148
AGAP000454			GO:0055114;GO:0050660;GO:0033539;GO:0016491;GO:0016627;GO:0009055;GO:0005739
AGAP000456			GO:0030054;GO:0016021
AGAP000457		protein-L-isoaspartate(D-aspartate) O-methyltransferase	GO:0004719;GO:0005737;GO:0006464
AGAP000458			GO:0016021
AGAP000460			
AGAP000461		Odz, odd Oz/ten-m homolog 2 (Drosophila)	GO:0016021;GO:0008045
AGAP000462		peptidyl-prolyl isomerase F (cyclophilin D)	GO:0006457;GO:0000413;GO:0003755
AGAP000463			GO:0006355
AGAP000466	ACE2	acetylcholinesterase	GO:0043083;GO:0016021;GO:0001507;GO:0004104;GO:0003990
AGAP000467		lysophospholipid hydrolase	GO:0004622;GO:0046470;GO:0016042;GO:0016021;GO:0006629
AGAP000468			GO:0005576;GO:0006030;GO:0008061
AGAP000469			GO:0005515
AGAP000470		methylthioribulose-1-phosphate dehydratase	GO:0019284;GO:0046570;GO:0046872;GO:0019509;GO:0005737;GO:0008270
AGAP000471		F-box and leucine-rich repeat protein 4	GO:0005829;GO:0019005;GO:0005634;GO:0051726;GO:0000086;GO:0031146;GO:0016567;GO:0005515
AGAP000472		chordin	GO:0007275;GO:0005515
AGAP000473		proton-coupled amino acid transporter	GO:0015171;GO:0016021;GO:0003333
AGAP000474		origin recognition complex subunit 2	GO:0000808;GO:0005634;GO:0006260;GO:0005664;GO:0003688
AGAP000475			GO:0005515;GO:0005829;GO:0022008
AGAP000476		Xaa-Pro aminopeptidase	GO:0046872;GO:0005737;GO:0016787;GO:0070006
AGAP000477		serine/threonine kinase 32	GO:0004672;GO:0006468;GO:0004674;GO:0005524
AGAP000478		BTB/POZ domain-containing protein KCTD9	GO:0051260;GO:0005515
AGAP000479		pre-rRNA-processing protein IPI3	GO:0097344;GO:0006364;GO:0030174;GO:0005656;GO:0005515
AGAP000480		nuclear pore complex protein Nup43	GO:0031080;GO:0005515
AGAP000481		cyanogenic beta-glucosidase	GO:0008422;GO:0005975;GO:0004553
AGAP000482			GO:0005634;GO:0006357;GO:0030374
AGAP000483		Inositol polyphosphate-5-phosphatase F	GO:0042578
AGAP000484		homeobox protein Nkx-1	GO:0003677;GO:0043565;GO:0005634;GO:0045944;GO:0003700;GO:0006355;GO:0030154;GO:0000978
AGAP000485		venom allergen	GO:0032504;GO:0005615
AGAP000488		homeobox protein Nkx-5	GO:0003677;GO:0043565;GO:0005634;GO:0006355
AGAP000489		Eph receptor B1	GO:0004672;GO:0006468;GO:0007169;GO:0005003;GO:0004713;GO:0016021;GO:0005524;GO:0005515
AGAP000491		HIG1 domain family member 2A	GO:0016021
AGAP000493			GO:0043005;GO:0005332;GO:0005328;GO:0016021;GO:0042165;GO:0005886
AGAP000494			GO:0005328;GO:0016021
AGAP000495		SUMO-conjugating enzyme UBC9	GO:0005634;GO:0016925;GO:0061656
AGAP000496		geminin	GO:0006275
AGAP000497			
AGAP000498		nuclear transport factor 2	GO:0006913;GO:0006606;GO:0044613
AGAP000499			GO:0016021;GO:0005515
AGAP000500	Cpr	NADPH cytochrome P450 reductase	GO:0055114;GO:0005829;GO:0050660;GO:0003958;GO:0009725;GO:0010181;GO:0016021;GO:0016491
AGAP000504			GO:0007165;GO:0016021;GO:0005515
AGAP000506	ABCG2	ATP-binding cassette transporter (ABC transporter) family G member 2	GO:0016887;GO:0016020;GO:0005524
AGAP000507			GO:0005634;GO:0003676;GO:0006974
AGAP000508	mRpL22	39S ribosomal protein L22, mitochondrial [Source:UniProtKB/TrEMBL	GO:0006412;GO:0015934;GO:0005840;GO:0005762;GO:0042255;GO:0003735
AGAP000509		Post-GPI attachment to proteins factor 2-like [Source:UniProtKB/TrEMBL	GO:0000139;GO:0016021
AGAP000512		Transcriptional enhancer factor [Source:UniProtKB/TrEMBL	GO:0003677;GO:0005634;GO:0006355;GO:0003700;GO:0035329
AGAP000513		dipeptidase E	GO:0006508;GO:0008236;GO:0008233
AGAP000514		Protein MAK16 homolog [Source:UniProtKB/TrEMBL	GO:0030687;GO:0005730
AGAP000515		enhancer of rudimentary protein	GO:0007049;GO:0006221;GO:0045747
AGAP000516		enhancer of rudimentary protein	GO:0007049;GO:0006221;GO:0045747
AGAP000519		diacylglycerol kinase (ATP dependent)	GO:0007165;GO:0035556;GO:0003951;GO:0004143;GO:0016301;GO:0007205;GO:0005515
AGAP000520			GO:0016021;GO:0016747
AGAP000521			GO:0016021;GO:0016747
AGAP000522			
AGAP000523	ATPsynC	F-type H+-transporting ATPase subunit c	GO:0000276;GO:0046933;GO:0015991;GO:0015986;GO:0033177;GO:0045263;GO:0008289;GO:0016021;GO:0015078
AGAP000526		translation initiation factor 4B	GO:0033592;GO:0002181;GO:0001731;GO:0003676;GO:0034057;GO:0003723;GO:0006413;GO:0097010;GO:0005844;GO:0043024;GO:0003743
AGAP000528			GO:0006355;GO:0003700
AGAP000529	Vps16A	vacuolar protein sorting 16A	GO:0035542;GO:0030897;GO:0005765;GO:0031902;GO:0003779;GO:0005737;GO:0032889;GO:0006886;GO:0005768;GO:0033263;GO:0016197;GO:0007033
AGAP000530		Werner Syndrome-like exonuclease	GO:0003676;GO:0006139;GO:0008408
AGAP000531		lipoyl(octanoyl) transferase	GO:0006464;GO:0102555;GO:0009249;GO:0033819;GO:0005739
AGAP000532		histone deacetylase 6/10	GO:0008270;GO:0016787
AGAP000533			GO:0072487;GO:0061630
AGAP000534		glutathione synthase	GO:0016874;GO:0006750;GO:0005524;GO:0004363
AGAP000535			GO:0016021;GO:0016747
AGAP000536	PGRPS1	peptidoglycan recognition protein (short)	GO:0005615;GO:0042834;GO:0045087;GO:0019730;GO:0009253;GO:0008745;GO:0032827;GO:0050830;GO:0016019;GO:0008270
AGAP000537	TWDL8	cuticular protein TWDL family (TWDL8)	
AGAP000538	TWDL9	cuticular protein TWDL family (TWDL9)	
AGAP000539			GO:0005615;GO:0004180;GO:0006508;GO:0004181;GO:0008270
AGAP000540		proton-coupled amino acid transporter	
AGAP000541	RpS15a-1	40S ribosomal protein S15a	GO:0022627;GO:0005840;GO:0006412;GO:0003735
AGAP000543		vitamin-K-epoxide reductase (warfarin-sensitive)	GO:0017187;GO:0016021;GO:0042373;GO:0047057
AGAP000544		solute carrier family 35, member E1	
AGAP000545			GO:0016887;GO:0005524
AGAP000546		acyl-CoA-binding protein	GO:0000062
AGAP000547		rabenosyn-5	GO:0003676;GO:0046872
AGAP000548	SG1b	salivary gland protein 1-like 2	
AGAP000549		2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	GO:0016746;GO:0031405;GO:0016407;GO:0005737;GO:0005739
AGAP000550			GO:0007160
AGAP000551		2-oxoglutarate dehydrogenase E1 component DHKTD1	GO:0004591;GO:0005829;GO:0055114;GO:0016624;GO:0030976;GO:0006099;GO:0045252
AGAP000552		TBC domain-containing protein kinase-like protein	GO:0004672;GO:0005623;GO:0006468;GO:0005096;GO:0006886;GO:0017137;GO:0090630;GO:0005524
AGAP000553	white	protein white	GO:0016021;GO:0016020;GO:0055085;GO:0016887;GO:0005524
AGAP000554			GO:0005634;GO:0006355;GO:0045893;GO:0003713;GO:0008270
AGAP000555	mal	Molybdenum cofactor sulfurase [Source:UniProtKB/Swiss-Prot	GO:0030170;GO:0043545;GO:0008265;GO:0006777;GO:0003824;GO:0102867;GO:0016829;GO:0030151
AGAP000556		selenoprotein W-related protein	
AGAP000558		mannosyl-oligosaccharide alpha-1,2-mannosidase	GO:0005509;GO:0004571;GO:0006491;GO:0005783;GO:0000139;GO:0016021;GO:0003824;GO:0016020
AGAP000559			
AGAP000560		spastic paraplegia 7	GO:0016021;GO:0004222;GO:0006508;GO:0016020;GO:0005739;GO:0008270;GO:0005524;GO:0007005
AGAP000561		kinesin family member 5	GO:0032839;GO:0005871;GO:0045202;GO:0008017;GO:0048489;GO:0098971;GO:0007018;GO:0003777;GO:0005874;GO:0016887;GO:0008574;GO:0007411;GO:0005524
AGAP000562	Moe	Moesin/ezrin/radixin homolog 1 [Source:UniProtKB/Swiss-Prot	GO:0005856;GO:0005912;GO:0003779;GO:0005737;GO:0045197;GO:0005886;GO:0008092
AGAP000563		Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein	GO:0005096;GO:0046872;GO:0005515
AGAP000564		C-factor	
AGAP000565	TRXR	thioredoxin reductase	GO:0055114;GO:0005623;GO:0050660;GO:0045454;GO:0016668;GO:0005737;GO:0004791;GO:0016491;GO:0009055;GO:0005739
AGAP000566			
AGAP000567		palmitoyltransferase ZDHHC9	GO:0005783;GO:0005794;GO:0006612;GO:0019706;GO:0016021;GO:0018230
AGAP000569		forkhead box protein P	GO:0043565;GO:0005634;GO:0003700;GO:0006355;GO:0016021
AGAP000570			
AGAP000571	CLIPC5	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP000572	CLIPC10	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP000573	CLIPC4	CLIP-domain serine protease	GO:0006508;GO:0004252;GO:0016021
AGAP000574		PDGF- and VEGF-related factor 1	GO:0016020;GO:0016021;GO:0008083
AGAP000575		kinesin family member 4/7/21/27	GO:0007018;GO:0003777;GO:0008017;GO:0005524
AGAP000576			GO:0000166
AGAP000577		AMP deaminase	GO:0005829;GO:0046033;GO:0009168;GO:0003876;GO:0006188;GO:0046872;GO:0032264;GO:0019239
AGAP000578			GO:0016021;GO:0005887
AGAP000579		Niemann-Pick C1 protein	GO:0016021;GO:0005319
AGAP000585			GO:0003676;GO:0005515
AGAP000586			GO:0016021
AGAP000587			GO:0003676
AGAP000588			
AGAP000589		poly(ADP-ribose) glycohydrolase	GO:0005975;GO:0009225;GO:0006282;GO:1990966;GO:0005634;GO:0005737;GO:0004649
AGAP000591		decaprenyl-diphosphate synthase subunit 1	GO:0016740;GO:0008299
AGAP000592			GO:0000922;GO:0032467;GO:0005874;GO:0005813
AGAP000594			
AGAP000595		lysophosphatidylcholine acyltransferase 2B	GO:0016746;GO:0016021
AGAP000596		lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase	GO:0005509;GO:0016746;GO:0016021
AGAP000597		DNA cross-link repair 1C protein	GO:0036297;GO:0035312;GO:0006303;GO:0000784;GO:0003684;GO:0031848
AGAP000598		scaffold protein Nfu/NifU	GO:0051539;GO:0016226;GO:0051536;GO:0097428;GO:0005739;GO:0005506
AGAP000599		XK-related protein	GO:0016021
AGAP000601		protein halfway	GO:0005515
AGAP000602	Vps15	vacuolar protein sorting 15	GO:0004672;GO:0006468;GO:0005524;GO:0005515
AGAP000603			
AGAP000604			
AGAP000605			
AGAP000606	GPRNNA19	putative GPCR class a orphan receptor 19	GO:0007186;GO:0016021;GO:0004935;GO:0004930;GO:0071880;GO:0005887;GO:0007188
AGAP000607	SG1c	salivary gland protein 1-like 3	
AGAP000609	SG1e	salivary gland protein 1-like 5	
AGAP000610	SG1f	salivary gland protein 1-like 6	
AGAP000611	SG1d	salivary gland protein 1-like 4	
AGAP000612	SG1	salivary gland protein 1	
AGAP000614			GO:0007264;GO:0005622;GO:0005085
AGAP000615			GO:0016021;GO:0005515
AGAP000616	Rpt5	26S proteasome regulatory subunit T5	GO:0030163;GO:0045899;GO:0005737;GO:0036402;GO:0008540;GO:0005524
AGAP000617		dual specificity phosphatase	GO:0008138;GO:0004439;GO:0004725;GO:0016791;GO:0016311;GO:0006470;GO:0008962
AGAP000618		succinate dehydrogenase (ubiquinone) membrane anchor subunit	GO:0006121;GO:0005749;GO:0020037;GO:0046872;GO:0016021;GO:0005740;GO:0048039;GO:0016020;GO:0006099
AGAP000619		inhibitor of growth protein 3	GO:0016573;GO:0046872;GO:0035064;GO:0000812;GO:0035267
AGAP000620			
AGAP000621		carboxypeptidase A1	GO:0005615;GO:0004180;GO:0006508;GO:0004181;GO:0008270
AGAP000622			
AGAP000623		DNA ligase 4	GO:0006310;GO:0003677;GO:0003910;GO:0006297;GO:0006303;GO:0032807;GO:0071897;GO:0006281;GO:0005958;GO:0005524;GO:0051103
AGAP000624			
AGAP000625	Vps4	vacuolar protein sorting 4	GO:0005634;GO:0016887;GO:0005524;GO:0007033
AGAP000626		Vesicle-associated membrane protein-associated protein B	GO:0070972;GO:0033149;GO:0016021;GO:0005789
AGAP000627		casein kinase 1, alpha	GO:0004672;GO:0032436;GO:0006468;GO:0005634;GO:0016055;GO:0005737;GO:0018107;GO:0004674;GO:0018105;GO:0090090;GO:0005524
AGAP000628			
AGAP000629			GO:0016021;GO:0016747
AGAP000630			
AGAP000631		integrator complex subunit 6	
AGAP000633			
AGAP000634		Regulator of telomere elongation helicase 1 homolog [Source:UniProtKB/Swiss-Prot	GO:0003677;GO:0051539;GO:0008026;GO:0005524;GO:0032508;GO:0006260;GO:0003676;GO:0046872;GO:0006310;GO:0006139;GO:0045910;GO:0004003;GO:0006281;GO:0016818;GO:0090657;GO:0005634;GO:1904430;GO:0010569;GO:0000723;GO:0070182
AGAP000635			GO:0032012;GO:0005086
AGAP000636			
AGAP000637		solute carrier family 6 (neurotransmitter transporter, amino acid/orphan)	GO:0005328;GO:0016021
AGAP000638	OBP32	odorant-binding protein 32	GO:0005549;GO:0007608
AGAP000639		tRNA dimethylallyltransferase	GO:0006400;GO:0008033;GO:0003676;GO:0046872;GO:0052381;GO:0005739
AGAP000640	OBP33	odorant-binding protein 33	GO:0005549;GO:0007608
AGAP000641	OBP34	odorant-binding protein 34	GO:0005549;GO:0007608
AGAP000642	OBP35	odorant-binding protein 35	GO:0005549;GO:0007608
AGAP000643	OBP36	odorant-binding protein 36	GO:0005549;GO:0007608
AGAP000644	OBP37	odorant-binding protein 37	GO:0005549;GO:0007608
AGAP000646		Myc proto-oncogene protein	GO:0046983
AGAP000647			GO:0005576;GO:0006030;GO:0008061
AGAP000648			
AGAP000649		epimerase	GO:0050662;GO:0003824
AGAP000650		ribonucleases P/MRP protein subunit RPP40	
AGAP000651	Actin5C	Actin-5C [Source:UniProtKB/Swiss-Prot	GO:0000281;GO:0015629;GO:0005737;GO:0005856;GO:0005524
AGAP000652	mRpL38	39S ribosomal protein L38, mitochondrial	GO:0005762
AGAP000653		xenotropic and polytropic retrovirus receptor 1	GO:0015114;GO:0005794;GO:0016036;GO:0016021;GO:0006817;GO:0005886;GO:0000822
AGAP000654	RpS30	40S ribosomal protein S30 [Source:UniProtKB/TrEMBL	GO:0006412;GO:0005622;GO:0003735;GO:0005840;GO:0022627;GO:0005515
AGAP000655	RpS14-1	40S ribosomal protein S14a [Source:UniProtKB/Swiss-Prot	GO:0048027;GO:0000462;GO:0006412;GO:0070181;GO:0005840;GO:0022627;GO:0000028;GO:0003735
AGAP000656		Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL	GO:0000139;GO:0005794;GO:0006486;GO:0030246;GO:0016021;GO:0016757
AGAP000657		amiloride-sensitive sodium channel	GO:0005272;GO:0006814;GO:0016021;GO:0016020
AGAP000658	GPRGHP3	putative growth hormone releasing hormone receptor 3	GO:0007186;GO:0001607;GO:0016021;GO:0004930
AGAP000659		Sidekick homolog 2	GO:0016021;GO:0005515
AGAP000660			
AGAP000662		forkhead box protein K	GO:0043565;GO:0005634;GO:0003700;GO:0006355;GO:0000976;GO:0005515
AGAP000663		solute carrier family 41	GO:0006812;GO:0008324;GO:0005886;GO:0016021
AGAP000666		ubiquitin carboxyl-terminal hydrolase 16/45	GO:0004843;GO:0004197;GO:0036459;GO:0016579;GO:0008270;GO:0006511
AGAP000667	GPRDOP2	GPCR Dopamine Family 2	GO:0007186;GO:0016021;GO:0004935;GO:0004930;GO:0071880;GO:0005887;GO:0007188
AGAP000668		bromodomain adjacent to zinc finger domain protein 1A	GO:0005634;GO:0046872;GO:0006338;GO:0005515
AGAP000669			GO:0016021
AGAP000670		periplasmic divalent cation tolerance protein	GO:0005507;GO:0010038
AGAP000671		Ras-related protein Rab-10	GO:0055037;GO:0072659;GO:0006904;GO:0005525;GO:0005794;GO:0009306;GO:0003924;GO:0032593;GO:0008021;GO:0017157;GO:0006886;GO:0005768;GO:0032869;GO:0005886;GO:0032482
AGAP000672		Obg-like ATPase 1 [Source:UniProtKB/TrEMBL	GO:0005525;GO:0005737;GO:0043022;GO:0016887;GO:0043023;GO:0005524
AGAP000673			GO:0003676
AGAP000674		transcription factor Sp, invertebrate	GO:0003676
AGAP000675		uncharacterized protein FAM107B	
AGAP000676			
AGAP000678		WD repeat-containing protein 68	GO:0005515
AGAP000679		Aminoacylase [Source:UniProtKB/TrEMBL	GO:0004046;GO:0005737;GO:0016787;GO:0006520
AGAP000680			
AGAP000681		tRNA:m4X modification enzyme	GO:0106050;GO:0008033;GO:0008168;GO:0030488
AGAP000682		MAX-like protein X	GO:0006357;GO:0046983;GO:0005634;GO:0006355;GO:0003700;GO:0008134
AGAP000684			GO:0046872
AGAP000685			GO:0005509
AGAP000686			GO:0042073;GO:0035721;GO:0030991;GO:0036064;GO:0005930;GO:0005515
AGAP000687			GO:0052689;GO:0005615;GO:0016042;GO:0016298
AGAP000688		carbonic anhydrase-related protein 10	GO:0008270;GO:0004089
AGAP000689			
AGAP000690			
AGAP000691			
AGAP000692	CEC2	cecropin anti-microbial peptide	GO:0005615;GO:0019731;GO:0045087;GO:0050830;GO:0005576;GO:0050829
AGAP000693	CEC1	cecropin anti-microbial peptide	GO:0005615;GO:0019731;GO:0045087;GO:0050830;GO:0050832;GO:0005576;GO:0050829;GO:0031640
AGAP000694	CEC3	cecropin anti-microbial peptide	GO:0005615;GO:0019731;GO:0045087;GO:0050830;GO:0005576;GO:0050829
AGAP000695			
AGAP000696			
AGAP000697			
AGAP000698			GO:0030170;GO:0003824;GO:0030151
AGAP000699			GO:0003824;GO:0016021;GO:0030170;GO:0030151
AGAP000700	Vamp7	Vesicle-associated membrane protein 7	GO:0000149;GO:0016192;GO:0005484;GO:0006887;GO:0016021;GO:0006906;GO:0031201
AGAP000702			
AGAP000703			
AGAP000704		cell cycle control protein 50A	GO:0016020;GO:0016021;GO:0015914
AGAP000705		protein DJ-1	GO:0005829;GO:0036524;GO:0036529;GO:0005634;GO:0106046
AGAP000706			
AGAP000707			GO:0005634;GO:0003677
AGAP000708		phosphorylase kinase alpha/beta subunit	GO:0005977;GO:0006468;GO:0003824;GO:0005516;GO:0005886;GO:0005964
AGAP000711			
AGAP000713			GO:0004672;GO:0006468;GO:0005634;GO:0004674;GO:0005524
AGAP000714	IR7n	ionotropic receptor IR7n	GO:0016021
AGAP000715		carbonic anhydrase-related protein 10	GO:0008270;GO:0004089
AGAP000717			GO:0015718;GO:0016021;GO:0055085;GO:0008028
AGAP000718			GO:0015718;GO:0016021;GO:0055085;GO:0008028
AGAP000719	Ahcy13	Adenosylhomocysteinase [Source:UniProtKB/Swiss-Prot	GO:0005829;GO:0006730;GO:0033353;GO:0019510;GO:0051287;GO:0004013
AGAP000720		neuronal cell adhesion molecule	GO:0016021;GO:0005515
AGAP000721		V-type H+-transporting ATPase subunit AC39	GO:0016471;GO:0015991;GO:0007035;GO:0005765;GO:0008553;GO:0033181;GO:0007034;GO:0005769;GO:0015078;GO:0033179;GO:0046961
AGAP000723		cytoplasmic dynein 1 light intermediate chain 2	GO:0045504;GO:0007018;GO:0003777;GO:0000226;GO:0005868
AGAP000724			GO:0016021
AGAP000725		aryl hydrocarbon receptor interacting protein	GO:0005515
AGAP000726			GO:0035556
AGAP000727		adenylate cyclase 1	GO:0009190;GO:0035556;GO:0016849
AGAP000728		wengen	GO:0005515
AGAP000731			
AGAP000732		Synaptic vesicle protein	GO:0055085;GO:0022857;GO:0016021
AGAP000733		UV excision repair protein RAD23	GO:0006289;GO:0005829;GO:0031593;GO:0070628;GO:0005634;GO:0005654;GO:0003684;GO:0043161;GO:0043130;GO:0000502;GO:0005515
AGAP000734			
AGAP000735		histidyl-tRNA synthetase	GO:0005829;GO:0032543;GO:0006427;GO:0004812;GO:0004821;GO:0005737;GO:0006418;GO:0005739;GO:0005524
